age,workclass,education,maritalstatus,occupation,workhours,income
17,Private,11th,Single,Clearning,9,Below-50K
43,Private,College,Single,Management,50,Below-50K
39,Private,College,Married,Sales,26,Below-50K
21,Self-emp,College,Single,Administrative,15,Below-50K
42,Self-emp,Doctorate,Single,Specilist,7,Below-50K
48,Self-emp,College,Married,Algriculture,60,Above-50K
56,Private,Bachelors,Single,Management,45,Above-50K
21,Private,Associate,Single,Other,30,Below-50K
28,Local-gov,Associate,Married,Security,40,Above-50K
39,Self-emp,High-school,Married,Craft-repair,40,Above-50K
40,Private,7th-8th,Married,Sales,40,Below-50K
38,Local-gov,Associate,Single,Specilist,40,Below-50K
59,Private,College,Married,Specilist,36,Above-50K
51,Federal-gov,High-school,Married,Tech-support,40,Below-50K
19,Private,High-school,Single,Clearning,16,Below-50K
23,Private,High-school,Single,Machinary,40,Below-50K
31,Private,Bachelors,Divorced,Specilist,40,Below-50K
42,Private,Associate,Married,Specilist,40,Below-50K
43,Private,High-school,Married,Craft-repair,40,Above-50K
45,Private,College,Married,Craft-repair,55,Above-50K
34,Private,College,Married,Machinary,35,Below-50K
21,Private,High-school,Single,Machinary,30,Below-50K
34,Private,College,Married,Management,40,Above-50K
55,Self-emp,College,Married,Sales,40,Above-50K
30,Private,Associate,Single,Specilist,40,Below-50K
29,Private,High-school,Married,Machinary,48,Below-50K
19,Private,College,Single,Administrative,20,Below-50K
45,Self-emp,Bachelors,Divorced,Specilist,35,Below-50K
42,Private,Bachelors,Married,Other,72,Above-50K
32,Private,Bachelors,Single,Sales,40,Below-50K
90,Self-emp,College,Married,Algriculture,40,Below-50K
44,State-gov,Bachelors,Married,Security,44,Above-50K
34,Self-emp,High-school,Married,Specilist,40,Above-50K
35,Private,12th,Separated,Other,30,Below-50K
39,Self-emp,College,Single,Craft-repair,25,Below-50K
29,Private,Bachelors,Single,Specilist,40,Below-50K
24,Private,High-school,Single,Other,32,Below-50K
49,Private,College,Married,Other,17,Below-50K
52,Self-emp,College,Married,Craft-repair,40,Above-50K
54,Private,Bachelors,Married,Management,60,Above-50K
31,Private,9th,Divorced,Transportation,40,Below-50K
44,Private,College,Divorced,Management,50,Below-50K
18,Missing,College,Single,Missing,30,Below-50K
27,Self-emp,High-school,Married,Sales,40,Below-50K
24,Private,High-school,Single,Clearning,40,Below-50K
30,Private,High-school,Married,Clearning,60,Below-50K
27,Private,College,Divorced,Management,40,Below-50K
34,State-gov,Bachelors,Married,Administrative,20,Below-50K
25,State-gov,College,Married,Management,19,Below-50K
39,Private,High-school,Divorced,Management,40,Below-50K
28,Private,College,Married,Tech-support,40,Above-50K
51,Self-emp,High-school,Married,Craft-repair,70,Below-50K
21,Missing,High-school,Married,Missing,35,Below-50K
33,Private,College,Single,Sales,26,Below-50K
27,Private,Associate,Single,Clearning,38,Below-50K
29,Private,High-school,Single,Management,40,Below-50K
33,State-gov,10th,Married,Clearning,40,Below-50K
37,Private,High-school,Married,Sales,50,Above-50K
20,Private,High-school,Single,Clearning,40,Below-50K
24,Private,Bachelors,Single,Management,40,Below-50K
29,Private,High-school,Single,Other,35,Below-50K
31,Private,Bachelors,Married,Management,45,Above-50K
41,Private,College,Married,Craft-repair,40,Below-50K
42,Self-emp,College,Married,Craft-repair,40,Below-50K
20,Private,College,Single,Sales,30,Below-50K
54,Private,9th,Separated,Craft-repair,40,Below-50K
55,Private,Bachelors,Separated,Craft-repair,55,Below-50K
21,Private,High-school,Married,Clearning,32,Below-50K
52,Private,Associate,Married,Management,45,Above-50K
19,Private,High-school,Single,Administrative,40,Below-50K
33,Private,Associate,Married,Craft-repair,40,Below-50K
22,Private,High-school,Separated,Other,35,Below-50K
59,Private,High-school,Single,Management,38,Below-50K
17,Missing,10th,Single,Missing,40,Below-50K
31,Private,12th,Single,Sales,32,Below-50K
74,Self-emp,High-school,Married,Sales,40,Above-50K
45,Private,10th,Divorced,Other,40,Below-50K
36,Private,High-school,Single,Administrative,40,Below-50K
35,Self-emp,College,Divorced,Management,60,Below-50K
45,Private,College,Divorced,Craft-repair,40,Below-50K
42,Self-emp,High-school,Single,Algriculture,85,Below-50K
50,State-gov,Masters,Divorced,Specilist,40,Below-50K
39,Private,High-school,Divorced,Management,40,Below-50K
44,Private,College,Separated,Management,45,Below-50K
52,Private,1st-4th,Married,Algriculture,56,Above-50K
24,Private,Bachelors,Single,Specilist,43,Below-50K
56,Self-emp,9th,Married,Transportation,99,Below-50K
27,Private,High-school,Married,Machinary,50,Above-50K
47,Self-emp,Bachelors,Married,Management,45,Above-50K
40,Self-emp,Prof-school,Married,Specilist,60,Above-50K
38,Private,High-school,Single,Specilist,40,Below-50K
27,Private,Associate,Divorced,Sales,40,Below-50K
52,Private,High-school,Divorced,Administrative,38,Below-50K
22,Private,High-school,Divorced,Sales,40,Below-50K
41,Private,College,Married,Craft-repair,40,Below-50K
30,Private,High-school,Divorced,Administrative,20,Below-50K
55,Private,Bachelors,Married,Other,35,Below-50K
25,Private,College,Single,Administrative,40,Below-50K
32,Private,Bachelors,Married,Specilist,40,Below-50K
28,Private,College,Separated,Other,60,Below-50K
33,Self-emp,High-school,Married,Management,50,Below-50K
17,Private,High-school,Single,Algriculture,40,Below-50K
27,Private,High-school,Married,Transportation,40,Below-50K
55,Private,Associate,Married,Machinary,20,Below-50K
63,Federal-gov,College,Married,Tech-support,18,Above-50K
39,Private,High-school,Married,Other,40,Below-50K
51,Federal-gov,Doctorate,Married,Specilist,52,Above-50K
67,Self-emp,7th-8th,Married,Craft-repair,40,Below-50K
41,Self-emp,Bachelors,Married,Management,72,Below-50K
27,Private,High-school,Widowed,Craft-repair,26,Below-50K
54,Private,Masters,Married,Management,45,Above-50K
59,Private,10th,Married,Transportation,40,Above-50K
18,Private,High-school,Single,Administrative,25,Below-50K
19,Private,High-school,Single,Craft-repair,20,Below-50K
31,Private,High-school,Married,Machinary,50,Below-50K
17,Private,11th,Single,Other,7,Below-50K
42,Private,High-school,Married,Tech-support,40,Above-50K
37,Private,College,Separated,Specilist,30,Below-50K
51,Local-gov,High-school,Married,Craft-repair,40,Below-50K
48,Private,High-school,Single,Administrative,40,Below-50K
23,Private,High-school,Single,Transportation,40,Below-50K
27,Private,Associate,Married,Sales,45,Below-50K
25,Private,High-school,Single,Clearning,40,Below-50K
69,Private,Associate,Divorced,Administrative,6,Below-50K
30,Private,Bachelors,Single,Management,44,Below-50K
33,Private,High-school,Married,Clearning,35,Below-50K
28,Private,High-school,Single,Clearning,48,Below-50K
45,Private,5th-6th,Married,Machinary,40,Below-50K
25,Private,College,Single,Administrative,15,Below-50K
37,Private,Associate,Married,Craft-repair,45,Above-50K
59,Private,Preschool,Single,Machinary,40,Below-50K
26,Private,High-school,Single,Other,30,Below-50K
48,Private,College,Separated,Other,25,Below-50K
64,Federal-gov,High-school,Married,Administrative,40,Below-50K
39,Private,Bachelors,Married,Tech-support,50,Below-50K
24,Private,Bachelors,Single,Administrative,40,Below-50K
40,State-gov,Masters,Single,Management,35,Below-50K
46,Private,Masters,Separated,Management,70,Above-50K
35,Federal-gov,College,Married,Security,40,Above-50K
43,Private,High-school,Married,Administrative,40,Above-50K
31,Private,High-school,Separated,Transportation,40,Below-50K
22,Private,College,Single,Administrative,25,Below-50K
35,Private,College,Single,Other,30,Below-50K
35,Private,High-school,Separated,Transportation,50,Below-50K
35,State-gov,College,Divorced,Tech-support,40,Below-50K
40,Private,Prof-school,Married,Specilist,40,Above-50K
50,Private,Masters,Single,Specilist,40,Below-50K
48,Self-emp,Prof-school,Divorced,Specilist,63,Above-50K
70,Missing,Masters,Married,Missing,8,Below-50K
46,Private,High-school,Divorced,Administrative,40,Below-50K
36,Private,High-school,Divorced,Machinary,38,Below-50K
37,State-gov,Bachelors,Married,Specilist,36,Above-50K
24,Private,9th,Married,Sales,45,Below-50K
47,Local-gov,Bachelors,Separated,Specilist,70,Below-50K
35,Self-emp,High-school,Divorced,Craft-repair,50,Below-50K
43,Private,Bachelors,Married,Administrative,40,Below-50K
18,State-gov,11th,Single,Other,20,Below-50K
54,Private,High-school,Married,Other,50,Below-50K
62,Private,High-school,Single,Other,38,Below-50K
36,Private,Bachelors,Married,Craft-repair,48,Above-50K
27,Private,9th,Married,Algriculture,40,Below-50K
23,Private,College,Single,Administrative,14,Below-50K
61,Missing,Bachelors,Married,Missing,15,Above-50K
39,Self-emp,Bachelors,Divorced,Craft-repair,60,Below-50K
33,Self-emp,5th-6th,Married,Craft-repair,50,Above-50K
28,Private,1st-4th,Single,Machinary,40,Below-50K
22,Private,High-school,Single,Administrative,20,Below-50K
31,Self-emp,Associate,Married,Algriculture,60,Above-50K
26,Private,Bachelors,Single,Other,30,Below-50K
44,Private,Bachelors,Divorced,Management,50,Above-50K
73,Private,Bachelors,Married,Specilist,30,Below-50K
44,Private,Bachelors,Divorced,Sales,35,Below-50K
35,Private,Associate,Divorced,Management,45,Below-50K
33,Private,Bachelors,Married,Other,40,Below-50K
27,Private,Bachelors,Single,Administrative,40,Below-50K
47,Federal-gov,Bachelors,Married,Security,50,Above-50K
29,Private,High-school,Married,Craft-repair,45,Above-50K
33,Private,College,Married,Other,26,Below-50K
50,Private,College,Divorced,Other,15,Below-50K
32,Private,High-school,Married,Clearning,40,Below-50K
41,Self-emp,Masters,Divorced,Clearning,40,Below-50K
19,Missing,College,Single,Missing,35,Below-50K
45,Private,High-school,Married,Sales,60,Above-50K
65,Private,High-school,Widowed,Administrative,36,Below-50K
42,State-gov,College,Separated,Tech-support,40,Below-50K
33,Self-emp,Bachelors,Married,Specilist,25,Above-50K
32,Private,Bachelors,Married,Sales,60,Above-50K
42,Private,College,Married,Specilist,40,Above-50K
49,Private,College,Separated,Management,45,Above-50K
38,Private,High-school,Married,Security,45,Below-50K
38,Private,College,Married,Management,50,Below-50K
37,Private,College,Married,Craft-repair,52,Below-50K
24,Private,College,Single,Machinary,30,Below-50K
27,Self-emp,College,Single,Sales,50,Below-50K
25,Private,9th,Separated,Administrative,40,Below-50K
29,Private,High-school,Married,Sales,50,Below-50K
46,Private,High-school,Married,Transportation,70,Below-50K
44,Self-emp,High-school,Married,Transportation,96,Below-50K
26,Private,Bachelors,Single,Sales,40,Below-50K
46,Local-gov,Associate,Married,Security,49,Above-50K
38,Private,College,Separated,Management,40,Below-50K
38,Private,College,Married,Craft-repair,40,Below-50K
22,State-gov,Bachelors,Married,Management,20,Below-50K
33,Private,College,Divorced,Sales,40,Below-50K
50,Private,Associate,Divorced,Administrative,40,Below-50K
31,Local-gov,High-school,Married,Security,41,Above-50K
26,Self-emp,College,Single,Specilist,4,Below-50K
42,Private,College,Married,Clearning,38,Below-50K
27,Private,High-school,Married,Craft-repair,40,Below-50K
34,Private,Masters,Married,Specilist,45,Above-50K
64,Private,High-school,Married,Security,40,Below-50K
43,Private,College,Married,Craft-repair,40,Below-50K
39,Private,High-school,Married,Craft-repair,40,Below-50K
47,Self-emp,Prof-school,Single,Specilist,40,Above-50K
56,Private,Masters,Single,Specilist,66,Below-50K
25,Local-gov,Masters,Single,Specilist,20,Below-50K
60,State-gov,Bachelors,Divorced,Management,35,Below-50K
52,Private,High-school,Married,Sales,44,Below-50K
43,Private,High-school,Divorced,Clearning,16,Below-50K
46,Private,Bachelors,Single,Administrative,40,Below-50K
19,Private,College,Single,Administrative,30,Below-50K
56,Private,7th-8th,Single,Algriculture,20,Below-50K
22,Private,Bachelors,Single,Specilist,40,Below-50K
28,Private,11th,Single,Craft-repair,40,Below-50K
39,Private,5th-6th,Separated,Sales,30,Below-50K
28,Private,College,Divorced,Specilist,40,Below-50K
31,Private,Bachelors,Married,Sales,50,Above-50K
22,Private,High-school,Single,Other,35,Below-50K
39,Private,High-school,Married,Machinary,40,Above-50K
39,Private,Bachelors,Married,Management,40,Above-50K
28,Self-emp,11th,Single,Craft-repair,40,Below-50K
67,Missing,High-school,Married,Missing,11,Below-50K
31,Private,High-school,Single,Administrative,35,Below-50K
50,Private,Bachelors,Married,Sales,40,Below-50K
34,Private,High-school,Married,Craft-repair,46,Below-50K
48,Private,High-school,Married,Administrative,40,Above-50K
51,Private,Bachelors,Divorced,Administrative,40,Below-50K
54,Private,High-school,Married,Sales,40,Below-50K
44,Private,Associate,Divorced,Transportation,40,Below-50K
20,Private,College,Single,Sales,20,Below-50K
37,Private,High-school,Married,Other,40,Below-50K
38,Private,College,Married,Specilist,40,Below-50K
59,Federal-gov,Associate,Married,Algriculture,40,Below-50K
59,Self-emp,Bachelors,Married,Specilist,50,Below-50K
51,Private,College,Divorced,Craft-repair,48,Above-50K
60,Missing,Bachelors,Married,Missing,40,Below-50K
29,Private,College,Married,Specilist,40,Below-50K
37,Private,College,Single,Machinary,40,Below-50K
42,Private,10th,Married,Craft-repair,35,Below-50K
28,Self-emp,Bachelors,Married,Specilist,50,Above-50K
34,Private,High-school,Single,Sales,40,Below-50K
50,Self-emp,Bachelors,Married,Management,40,Above-50K
22,Self-emp,High-school,Single,Machinary,24,Below-50K
27,Private,High-school,Single,Other,52,Below-50K
45,State-gov,Prof-school,Divorced,Specilist,43,Below-50K
39,Private,High-school,Divorced,Administrative,38,Below-50K
25,Local-gov,Bachelors,Single,Specilist,35,Below-50K
63,Missing,High-school,Single,Missing,15,Below-50K
24,Self-emp,Bachelors,Married,Management,40,Above-50K
18,Private,High-school,Single,Machinary,30,Below-50K
19,Missing,High-school,Single,Missing,40,Below-50K
23,Private,12th,Single,Other,38,Below-50K
20,Private,5th-6th,Single,Other,40,Below-50K
17,Self-emp,10th,Single,Other,24,Below-50K
63,Self-emp,Bachelors,Married,Algriculture,40,Above-50K
28,Local-gov,Bachelors,Married,Clearning,65,Above-50K
51,Federal-gov,Bachelors,Married,Specilist,50,Above-50K
29,Private,Bachelors,Single,Sales,45,Below-50K
64,Private,College,Widowed,Administrative,12,Below-50K
17,Private,10th,Single,Other,25,Below-50K
45,Local-gov,College,Divorced,Administrative,35,Below-50K
18,Private,12th,Single,Other,20,Below-50K
31,Local-gov,High-school,Single,Administrative,40,Below-50K
48,Self-emp,Bachelors,Separated,Sales,50,Above-50K
41,Private,College,Single,Specilist,45,Below-50K
65,Private,Prof-school,Married,Specilist,60,Above-50K
27,Private,Associate,Divorced,Machinary,40,Below-50K
39,Private,Associate,Married,Management,40,Below-50K
51,Self-emp,College,Divorced,Craft-repair,8,Above-50K
49,Private,Masters,Married,Management,45,Above-50K
58,Missing,High-school,Divorced,Missing,40,Below-50K
36,Private,Bachelors,Married,Sales,45,Above-50K
25,Private,High-school,Single,Machinary,40,Below-50K
41,Private,College,Divorced,Administrative,37,Below-50K
31,Private,9th,Divorced,Administrative,40,Below-50K
63,Private,11th,Married,Security,37,Above-50K
50,State-gov,Bachelors,Divorced,Management,40,Below-50K
63,Private,College,Divorced,Other,40,Below-50K
44,Self-emp,Masters,Single,Algriculture,99,Below-50K
48,Private,High-school,Divorced,Transportation,65,Below-50K
51,Self-emp,College,Married,Sales,50,Below-50K
18,Private,High-school,Single,Administrative,15,Below-50K
23,Private,College,Single,Other,25,Below-50K
31,Private,High-school,Married,Machinary,40,Below-50K
38,Private,High-school,Married,Craft-repair,40,Below-50K
19,Missing,College,Single,Missing,20,Below-50K
56,Private,College,Married,Algriculture,60,Above-50K
31,Private,7th-8th,Divorced,Transportation,20,Below-50K
46,Private,College,Married,Administrative,40,Below-50K
39,Private,Masters,Married,Management,50,Above-50K
56,Local-gov,High-school,Married,Other,40,Below-50K
31,Private,High-school,Single,Management,40,Below-50K
42,Self-emp,Bachelors,Married,Specilist,40,Above-50K
53,Private,High-school,Married,Management,35,Above-50K
18,Private,11th,Single,Other,15,Below-50K
18,Missing,11th,Single,Missing,48,Below-50K
20,Missing,College,Single,Missing,35,Below-50K
27,Private,High-school,Married,Specilist,45,Above-50K
31,Private,Bachelors,Single,Algriculture,40,Below-50K
52,Federal-gov,Masters,Married,Management,40,Below-50K
46,Private,High-school,Married,Other,40,Below-50K
30,Private,College,Single,Other,24,Below-50K
26,Private,Bachelors,Single,Other,40,Below-50K
48,Local-gov,Masters,Married,Specilist,50,Above-50K
37,Private,College,Married,Craft-repair,40,Above-50K
29,Private,9th,Married,Craft-repair,40,Below-50K
49,Private,High-school,Married,Management,55,Above-50K
24,Private,High-school,Divorced,Machinary,40,Below-50K
